cross	tetrad	individual	chromosome	left_bound	right_bound	mid_point	length
C3	C3-7	C3-7.3	chromosome_17	5050211	5066807	5058509	16596
C3	C3-7	C3-7.4	chromosome_1	2416060	2416185	2416122	125
C3	C3-7	C3-7.4	chromosome_2	6970345	6986840	6978592	16495
C3	C3-7	C3-7.4	chromosome_5	718306	731663	724984	13357
C3	C3-7	C3-7.4	chromosome_5	2672969	2804886	2738927	131917
C3	C3-7	C3-7.4	chromosome_6	5901805	5922444	5912124	20639
C3	C3-7	C3-7.4	chromosome_8	706672	713661	710166	6989
C3	C3-7	C3-7.4	chromosome_9	4028292	4028357	4028324	65
C3	C3-7	C3-7.4	chromosome_9	4048518	4049566	4049042	1048
C3	C3-7	C3-7.4	chromosome_9	6711212	6727177	6719194	15965
C3	C3-7	C3-7.4	chromosome_10	582735	636367	609551	53632
C3	C3-7	C3-7.4	chromosome_10	5644111	5645689	5644900	1578
C3	C3-7	C3-7.4	chromosome_11	2651931	2652507	2652219	576
C3	C3-7	C3-7.4	chromosome_12	3017116	3017157	3017136	41
C3	C3-7	C3-7.4	chromosome_15	720453	730997	725725	10544
C3	C3-7	C3-7.4	chromosome_17	4679071	4701560	4690315	22489
C3	C3-7	C3-7.4	chromosome_17	5050211	5066807	5058509	16596
C3	C3-18	C3-18.1	chromosome_2	2835477	2901896	2868686	66419
C3	C3-18	C3-18.1	chromosome_2	3660820	3703719	3682269	42899
C3	C3-18	C3-18.1	chromosome_2	6967005	6986840	6976922	19835
C3	C3-18	C3-18.1	chromosome_4	3346628	3347102	3346865	474
C3	C3-18	C3-18.1	chromosome_7	1166587	1166655	1166621	68
C3	C3-18	C3-18.1	chromosome_9	2710493	2710646	2710569	153
C3	C3-18	C3-18.1	chromosome_9	3100694	3150095	3125394	49401
C3	C3-18	C3-18.1	chromosome_9	7577633	7587418	7582525	9785
C3	C3-18	C3-18.1	chromosome_10	6268805	6304873	6286839	36068
C3	C3-18	C3-18.1	chromosome_11	2579004	2579020	2579012	16
C3	C3-18	C3-18.1	chromosome_12	3109956	3110170	3110063	214
C3	C3-18	C3-18.1	chromosome_12	6931081	6931407	6931244	326
C3	C3-18	C3-18.1	chromosome_17	372776	403333	388054	30557
C3	C3-18	C3-18.2	chromosome_1	3684888	3750194	3717541	65306
C3	C3-18	C3-18.2	chromosome_2	891468	891640	891554	172
C3	C3-18	C3-18.2	chromosome_2	2835477	2901896	2868686	66419
C3	C3-18	C3-18.2	chromosome_2	3660820	3703719	3682269	42899
C3	C3-18	C3-18.2	chromosome_2	5082446	5824555	5453500	742109
C3	C3-18	C3-18.2	chromosome_2	9065923	9096853	9081388	30930
C3	C3-18	C3-18.2	chromosome_3	3991521	3991584	3991552	63
C3	C3-18	C3-18.2	chromosome_5	718306	731663	724984	13357
C3	C3-18	C3-18.2	chromosome_5	2996441	2998705	2997573	2264
C3	C3-18	C3-18.2	chromosome_6	7204358	7365548	7284953	161190
C3	C3-18	C3-18.2	chromosome_8	3501607	3584043	3542825	82436
C3	C3-18	C3-18.2	chromosome_9	6711212	6726953	6719082	15741
C3	C3-18	C3-18.2	chromosome_9	7577633	7587418	7582525	9785
C3	C3-18	C3-18.2	chromosome_10	582735	636367	609551	53632
C3	C3-18	C3-18.2	chromosome_13	1494257	1494307	1494282	50
C3	C3-18	C3-18.2	chromosome_14	3196264	3224470	3210367	28206
C3	C3-18	C3-18.2	chromosome_16	2468741	2468925	2468833	184
C3	C3-18	C3-18.2	chromosome_17	4679071	4704438	4691754	25367
C3	C3-18	C3-18.2	chromosome_17	4851173	4866803	4858988	15630
C3	C3-18	C3-18.3	chromosome_1	3684888	3750194	3717541	65306
C3	C3-18	C3-18.3	chromosome_2	2835477	2901896	2868686	66419
C3	C3-18	C3-18.3	chromosome_2	3660820	3703719	3682269	42899
C3	C3-18	C3-18.3	chromosome_2	6967005	6986840	6976922	19835
C3	C3-18	C3-18.3	chromosome_2	9065923	9096853	9081388	30930
C3	C3-18	C3-18.3	chromosome_3	2701789	2910637	2806213	208848
C3	C3-18	C3-18.3	chromosome_3	3991270	3991404	3991337	134
C3	C3-18	C3-18.3	chromosome_8	3501607	3584043	3542825	82436
C3	C3-18	C3-18.3	chromosome_9	2710646	2711119	2710882	473
C3	C3-18	C3-18.3	chromosome_9	3100694	3150095	3125394	49401
C3	C3-18	C3-18.3	chromosome_9	6711212	6726953	6719082	15741
C3	C3-18	C3-18.3	chromosome_10	636367	672201	654284	35834
C3	C3-18	C3-18.3	chromosome_11	2576397	2578752	2577574	2355
C3	C3-18	C3-18.3	chromosome_12	6931414	6940963	6936188	9549
C3	C3-18	C3-18.3	chromosome_14	3196264	3224470	3210367	28206
C3	C3-18	C3-18.3	chromosome_16	2468589	2468741	2468665	152
C3	C3-18	C3-18.3	chromosome_17	4679071	4704438	4691754	25367
C3	C3-18	C3-18.3	chromosome_17	4866941	4867120	4867030	179
C3	C3-18	C3-18.4	chromosome_2	891733	891765	891749	32
C3	C3-18	C3-18.4	chromosome_2	2835477	2901896	2868686	66419
C3	C3-18	C3-18.4	chromosome_2	3660820	3703719	3682269	42899
C3	C3-18	C3-18.4	chromosome_2	5082446	5824555	5453500	742109
C3	C3-18	C3-18.4	chromosome_3	2701789	2910637	2806213	208848
C3	C3-18	C3-18.4	chromosome_4	3346628	3347102	3346865	474
C3	C3-18	C3-18.4	chromosome_5	718306	731663	724984	13357
C3	C3-18	C3-18.4	chromosome_5	2996441	2998705	2997573	2264
C3	C3-18	C3-18.4	chromosome_6	7204358	7365548	7284953	161190
C3	C3-18	C3-18.4	chromosome_7	1166716	1166886	1166801	170
C3	C3-18	C3-18.4	chromosome_10	6268805	6304873	6286839	36068
C3	C3-18	C3-18.4	chromosome_12	3110371	3110497	3110434	126
C3	C3-18	C3-18.4	chromosome_13	1494307	1494552	1494429	245
C3	C3-18	C3-18.4	chromosome_17	372776	403333	388054	30557
C3	C3-10	C3-10.1	chromosome_2	6969228	6986840	6978034	17612
C3	C3-10	C3-10.1	chromosome_3	4472735	4472798	4472766	63
C3	C3-10	C3-10.1	chromosome_7	1309165	1320517	1314841	11352
C3	C3-10	C3-10.1	chromosome_8	4158298	4158718	4158508	420
C3	C3-10	C3-10.1	chromosome_9	2644193	2645170	2644681	977
C3	C3-10	C3-10.1	chromosome_9	4026003	4028292	4027147	2289
C3	C3-10	C3-10.1	chromosome_9	6981766	7094102	7037934	112336
C3	C3-10	C3-10.1	chromosome_13	3259554	3259906	3259730	352
C3	C3-10	C3-10.1	chromosome_14	3526443	3601232	3563837	74789
C3	C3-10	C3-10.2	chromosome_1	4965899	4965938	4965918	39
C3	C3-10	C3-10.2	chromosome_2	3915870	3916084	3915977	214
C3	C3-10	C3-10.2	chromosome_2	6969228	6986840	6978034	17612
C3	C3-10	C3-10.2	chromosome_2	7979488	8013476	7996482	33988
C3	C3-10	C3-10.2	chromosome_4	2586501	2676616	2631558	90115
C3	C3-10	C3-10.2	chromosome_5	963518	973934	968726	10416
C3	C3-10	C3-10.2	chromosome_5	1881607	1906956	1894281	25349
C3	C3-10	C3-10.2	chromosome_6	8663410	8664110	8663760	700
C3	C3-10	C3-10.2	chromosome_9	4028384	4028627	4028505	243
C3	C3-10	C3-10.2	chromosome_9	4049274	4049389	4049331	115
C3	C3-10	C3-10.2	chromosome_10	5021361	5022360	5021860	999
C3	C3-10	C3-10.2	chromosome_11	2651931	2652507	2652219	576
C3	C3-10	C3-10.2	chromosome_12	5968422	6167759	6068090	199337
C3	C3-10	C3-10.2	chromosome_15	309479	310692	310085	1213
C3	C3-10	C3-10.2	chromosome_16	2877500	2880479	2878989	2979
C3	C3-10	C3-10.2	chromosome_17	4134215	4229293	4181754	95078
C3	C3-10	C3-10.3	chromosome_2	3915029	3915838	3915433	809
C3	C3-10	C3-10.3	chromosome_3	4472389	4472542	4472465	153
C3	C3-10	C3-10.3	chromosome_9	6981766	7094102	7037934	112336
C3	C3-10	C3-10.3	chromosome_17	4134215	4229293	4181754	95078
C3	C3-10	C3-10.4	chromosome_1	4964266	4965848	4965057	1582
C3	C3-10	C3-10.4	chromosome_2	7979488	8013476	7996482	33988
C3	C3-10	C3-10.4	chromosome_4	2586501	2676616	2631558	90115
C3	C3-10	C3-10.4	chromosome_5	963400	963427	963413	27
C3	C3-10	C3-10.4	chromosome_5	1881607	1906956	1894281	25349
C3	C3-10	C3-10.4	chromosome_6	8664110	8688803	8676456	24693
C3	C3-10	C3-10.4	chromosome_7	1309165	1320517	1314841	11352
C3	C3-10	C3-10.4	chromosome_8	4158298	4158718	4158508	420
C3	C3-10	C3-10.4	chromosome_9	2644193	2645170	2644681	977
C3	C3-10	C3-10.4	chromosome_9	4049274	4049389	4049331	115
C3	C3-10	C3-10.4	chromosome_10	5021361	5022360	5021860	999
C3	C3-10	C3-10.4	chromosome_11	2651931	2652507	2652219	576
C3	C3-10	C3-10.4	chromosome_12	5968422	6167759	6068090	199337
C3	C3-10	C3-10.4	chromosome_13	3259906	3260187	3260046	281
C3	C3-10	C3-10.4	chromosome_14	3601366	3601453	3601409	87
C3	C3-10	C3-10.4	chromosome_15	310814	311035	310924	221
C3	C3-10	C3-10.4	chromosome_16	2852781	2877145	2864963	24364
C3	C3-12	C3-12.1	chromosome_1	6123972	6124065	6124018	93
C3	C3-12	C3-12.1	chromosome_2	2148987	2153490	2151238	4503
C3	C3-12	C3-12.1	chromosome_2	2835477	2906824	2871150	71347
C3	C3-12	C3-12.1	chromosome_2	3660820	3703719	3682269	42899
C3	C3-12	C3-12.1	chromosome_2	7979488	8029037	8004262	49549
C3	C3-12	C3-12.1	chromosome_6	3834867	3835160	3835013	293
C3	C3-12	C3-12.1	chromosome_9	6020233	6041907	6031070	21674
C3	C3-12	C3-12.1	chromosome_10	3801565	3801783	3801674	218
C3	C3-12	C3-12.1	chromosome_11	1224174	1251607	1237890	27433
C3	C3-12	C3-12.1	chromosome_13	860290	944942	902616	84652
C3	C3-12	C3-12.1	chromosome_14	2649092	2649514	2649303	422
C3	C3-12	C3-12.1	chromosome_17	1494662	2122130	1808396	627468
C3	C3-12	C3-12.2	chromosome_2	2835477	2906824	2871150	71347
C3	C3-12	C3-12.2	chromosome_2	3660820	3703719	3682269	42899
C3	C3-12	C3-12.2	chromosome_2	7979488	8029037	8004262	49549
C3	C3-12	C3-12.2	chromosome_3	2549379	2701753	2625566	152374
C3	C3-12	C3-12.2	chromosome_4	1729690	1730559	1730124	869
C3	C3-12	C3-12.2	chromosome_5	718306	731663	724984	13357
C3	C3-12	C3-12.2	chromosome_5	2112180	2366654	2239417	254474
C3	C3-12	C3-12.2	chromosome_7	1980758	1980818	1980788	60
C3	C3-12	C3-12.2	chromosome_8	1698723	1699481	1699102	758
C3	C3-12	C3-12.2	chromosome_11	3107369	3107479	3107424	110
C3	C3-12	C3-12.2	chromosome_12	5805277	5902813	5854045	97536
C3	C3-12	C3-12.2	chromosome_15	720218	732471	726344	12253
C3	C3-12	C3-12.2	chromosome_16	6052681	6117013	6084847	64332
C3	C3-12	C3-12.3	chromosome_1	6124240	6124458	6124349	218
C3	C3-12	C3-12.3	chromosome_2	2153802	2153915	2153858	113
C3	C3-12	C3-12.3	chromosome_2	2835477	2906824	2871150	71347
C3	C3-12	C3-12.3	chromosome_2	3660820	3703719	3682269	42899
C3	C3-12	C3-12.3	chromosome_2	7979488	8029037	8004262	49549
C3	C3-12	C3-12.3	chromosome_5	718306	731663	724984	13357
C3	C3-12	C3-12.3	chromosome_5	2112180	2366654	2239417	254474
C3	C3-12	C3-12.3	chromosome_10	3801812	3801936	3801874	124
C3	C3-12	C3-12.3	chromosome_11	1251607	1288507	1270057	36900
C3	C3-12	C3-12.3	chromosome_11	3107572	3107701	3107636	129
C3	C3-12	C3-12.3	chromosome_12	5805277	5902813	5854045	97536
C3	C3-12	C3-12.3	chromosome_13	860290	944942	902616	84652
C3	C3-12	C3-12.3	chromosome_14	2647882	2649049	2648465	1167
C3	C3-12	C3-12.3	chromosome_15	720218	732471	726344	12253
C3	C3-12	C3-12.3	chromosome_16	6052681	6117013	6084847	64332
C3	C3-12	C3-12.4	chromosome_2	2835477	2906824	2871150	71347
C3	C3-12	C3-12.4	chromosome_2	3660820	3703719	3682269	42899
C3	C3-12	C3-12.4	chromosome_2	7979488	8029037	8004262	49549
C3	C3-12	C3-12.4	chromosome_3	2549057	2549372	2549214	315
C3	C3-12	C3-12.4	chromosome_4	1730942	1731866	1731404	924
C3	C3-12	C3-12.4	chromosome_6	3834867	3835160	3835013	293
C3	C3-12	C3-12.4	chromosome_7	1980833	2047938	2014385	67105
C3	C3-12	C3-12.4	chromosome_8	1698723	1699481	1699102	758
C3	C3-12	C3-12.4	chromosome_9	6020233	6041907	6031070	21674
C3	C3-12	C3-12.4	chromosome_17	1494662	2122130	1808396	627468
C1	C1-9	C1-9.1	chromosome_2	6918682	6918751	6918716	69
C1	C1-9	C1-9.1	chromosome_2	6918751	6924004	6921377	5253
C1	C1-9	C1-9.1	chromosome_4	595653	1256017	925835	660364
C1	C1-9	C1-9.1	chromosome_7	1940185	2562210	2251197	622025
C1	C1-9	C1-9.1	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-9	C1-9.1	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-9	C1-9.1	chromosome_9	3750179	4237732	3993955	487553
C1	C1-9	C1-9.1	chromosome_9	6817821	6868625	6843223	50804
C1	C1-9	C1-9.1	chromosome_13	586101	2019895	1302998	1433794
C1	C1-9	C1-9.2	chromosome_1	2961271	4329147	3645209	1367876
C1	C1-9	C1-9.2	chromosome_4	595653	1256017	925835	660364
C1	C1-9	C1-9.2	chromosome_5	3174373	3466840	3320606	292467
C1	C1-9	C1-9.2	chromosome_6	4322104	7792076	6057090	3469972
C1	C1-9	C1-9.2	chromosome_7	1940185	2562210	2251197	622025
C1	C1-9	C1-9.2	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-9	C1-9.2	chromosome_9	3750179	4237732	3993955	487553
C1	C1-9	C1-9.2	chromosome_10	3942694	6084877	5013785	2142183
C1	C1-9	C1-9.2	chromosome_12	4308935	4801188	4555061	492253
C1	C1-9	C1-9.2	chromosome_16	4073174	4708400	4390787	635226
C1	C1-9	C1-9.2	chromosome_17	3496441	4274239	3885340	777798
C1	C1-9	C1-9.3	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-9	C1-9.3	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-9	C1-9.3	chromosome_9	3750179	4237732	3993955	487553
C1	C1-9	C1-9.3	chromosome_9	6817821	6868625	6843223	50804
C1	C1-9	C1-9.3	chromosome_13	586101	2019895	1302998	1433794
C1	C1-9	C1-9.3	chromosome_14	1167427	1550401	1358914	382974
C1	C1-9	C1-9.4	chromosome_1	2961271	4329147	3645209	1367876
C1	C1-9	C1-9.4	chromosome_5	3174373	3466840	3320606	292467
C1	C1-9	C1-9.4	chromosome_6	4322104	7792076	6057090	3469972
C1	C1-9	C1-9.4	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-9	C1-9.4	chromosome_9	3750179	4237732	3993955	487553
C1	C1-9	C1-9.4	chromosome_10	3942694	6084877	5013785	2142183
C1	C1-9	C1-9.4	chromosome_12	4308935	4801188	4555061	492253
C1	C1-9	C1-9.4	chromosome_14	1167427	1550401	1358914	382974
C1	C1-9	C1-9.4	chromosome_16	4073174	4708400	4390787	635226
C1	C1-9	C1-9.4	chromosome_17	3496441	4274239	3885340	777798
C1	C1-4	C1-4.1	chromosome_9	1750367	2942250	2346308	1191883
C1	C1-4	C1-4.1	chromosome_12	4801188	8987854	6894521	4186666
C1	C1-4	C1-4.1	chromosome_15	1178642	1217570	1198106	38928
C1	C1-4	C1-4.1	chromosome_16	1716865	6354563	4035714	4637698
C1	C1-4	C1-4.2	chromosome_10	635709	6289798	3462753	5654089
C1	C1-4	C1-4.2	chromosome_11	436528	1300050	868289	863522
C1	C1-4	C1-4.2	chromosome_16	1716865	6354563	4035714	4637698
C1	C1-4	C1-4.2	chromosome_17	475340	475750	475545	410
C1	C1-4	C1-4.2	chromosome_17	947375	948396	947885	1021
C1	C1-4	C1-4.2	chromosome_17	948396	948422	948409	26
C1	C1-4	C1-4.3	chromosome_2	4096871	4098846	4097858	1975
C1	C1-4	C1-4.3	chromosome_2	4098846	4120853	4109849	22007
C1	C1-4	C1-4.3	chromosome_2	4336086	4359525	4347805	23439
C1	C1-4	C1-4.3	chromosome_2	4359525	4374151	4366838	14626
C1	C1-4	C1-4.3	chromosome_2	4423536	4444732	4434134	21196
C1	C1-4	C1-4.3	chromosome_2	4444732	4455159	4449945	10427
C1	C1-4	C1-4.3	chromosome_2	6257534	6259103	6258318	1569
C1	C1-4	C1-4.3	chromosome_2	6269793	6423811	6346802	154018
C1	C1-4	C1-4.3	chromosome_2	6788989	6798105	6793547	9116
C1	C1-4	C1-4.3	chromosome_2	6798105	6801535	6799820	3430
C1	C1-4	C1-4.3	chromosome_2	6824990	6847089	6836039	22099
C1	C1-4	C1-4.3	chromosome_2	6847089	6849917	6848503	2828
C1	C1-4	C1-4.3	chromosome_2	6861187	6868895	6865041	7708
C1	C1-4	C1-4.3	chromosome_2	6868908	6872625	6870766	3717
C1	C1-4	C1-4.3	chromosome_3	8503207	8514155	8508681	10948
C1	C1-4	C1-4.3	chromosome_3	8514155	8520229	8517192	6074
C1	C1-4	C1-4.3	chromosome_4	176877	181446	179161	4569
C1	C1-4	C1-4.3	chromosome_8	369393	371611	370502	2218
C1	C1-4	C1-4.3	chromosome_8	371655	377761	374708	6106
C1	C1-4	C1-4.3	chromosome_8	392228	403164	397696	10936
C1	C1-4	C1-4.3	chromosome_8	403164	404600	403882	1436
C1	C1-4	C1-4.3	chromosome_8	491633	499926	495779	8293
C1	C1-4	C1-4.3	chromosome_8	571349	578902	575125	7553
C1	C1-4	C1-4.3	chromosome_9	2942314	2943803	2943058	1489
C1	C1-4	C1-4.3	chromosome_9	2943811	2953625	2948718	9814
C1	C1-4	C1-4.3	chromosome_10	4664	77135	40899	72471
C1	C1-4	C1-4.3	chromosome_10	77135	79393	78264	2258
C1	C1-4	C1-4.3	chromosome_10	473729	479091	476410	5362
C1	C1-4	C1-4.3	chromosome_10	479091	480222	479656	1131
C1	C1-4	C1-4.3	chromosome_10	548164	564986	556575	16822
C1	C1-4	C1-4.3	chromosome_10	567601	575018	571309	7417
C1	C1-4	C1-4.3	chromosome_10	635709	6289798	3462753	5654089
C1	C1-4	C1-4.3	chromosome_11	436528	1300050	868289	863522
C1	C1-4	C1-4.3	chromosome_11	1519319	1519742	1519530	423
C1	C1-4	C1-4.3	chromosome_11	1519742	1522944	1521343	3202
C1	C1-4	C1-4.3	chromosome_11	2019112	2019809	2019460	697
C1	C1-4	C1-4.3	chromosome_11	2019922	2023425	2021673	3503
C1	C1-4	C1-4.3	chromosome_12	9150195	9183335	9166765	33140
C1	C1-4	C1-4.3	chromosome_12	9187078	9192334	9189706	5256
C1	C1-4	C1-4.3	chromosome_12	9273701	9278827	9276264	5126
C1	C1-4	C1-4.3	chromosome_12	9278829	9294898	9286863	16069
C1	C1-4	C1-4.3	chromosome_15	874715	877230	875972	2515
C1	C1-4	C1-4.3	chromosome_15	934332	936792	935562	2460
C1	C1-4	C1-4.3	chromosome_15	955762	958320	957041	2558
C1	C1-4	C1-4.3	chromosome_15	958326	959610	958968	1284
C1	C1-4	C1-4.3	chromosome_15	959668	966646	963157	6978
C1	C1-4	C1-4.3	chromosome_15	966648	967491	967069	843
C1	C1-4	C1-4.3	chromosome_15	991172	994536	992854	3364
C1	C1-4	C1-4.3	chromosome_15	1111743	1130737	1121240	18994
C1	C1-4	C1-4.3	chromosome_15	1172234	1178251	1175242	6017
C1	C1-4	C1-4.3	chromosome_15	1178251	1178642	1178446	391
C1	C1-4	C1-4.3	chromosome_15	1217775	1266605	1242190	48830
C1	C1-4	C1-4.3	chromosome_16	1716865	6354563	4035714	4637698
C1	C1-4	C1-4.3	chromosome_17	475340	475750	475545	410
C1	C1-4	C1-4.4	chromosome_10	635709	6289798	3462753	5654089
C1	C1-4	C1-4.4	chromosome_11	436528	1300050	868289	863522
C1	C1-4	C1-4.4	chromosome_15	1178642	1217570	1198106	38928
C1	C1-4	C1-4.4	chromosome_17	475768	476305	476036	537
C1	C1-5	C1-5.1	chromosome_1	5595893	5756072	5675982	160179
C1	C1-5	C1-5.1	chromosome_2	6963793	7050240	7007016	86447
C1	C1-5	C1-5.1	chromosome_3	8320808	8415660	8368234	94852
C1	C1-5	C1-5.1	chromosome_5	1341881	2251692	1796786	909811
C1	C1-5	C1-5.1	chromosome_6	1986509	4322104	3154306	2335595
C1	C1-5	C1-5.1	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-5	C1-5.1	chromosome_9	3416697	3750179	3583438	333482
C1	C1-5	C1-5.1	chromosome_10	2215740	2741559	2478649	525819
C1	C1-5	C1-5.1	chromosome_10	6084877	6289798	6187337	204921
C1	C1-5	C1-5.1	chromosome_11	506040	920832	713436	414792
C1	C1-5	C1-5.1	chromosome_12	1595137	1955354	1775245	360217
C1	C1-5	C1-5.1	chromosome_13	586101	2019895	1302998	1433794
C1	C1-5	C1-5.2	chromosome_4	1256017	1562373	1409195	306356
C1	C1-5	C1-5.2	chromosome_7	681130	828290	754710	147160
C1	C1-5	C1-5.2	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-5	C1-5.2	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-5	C1-5.2	chromosome_9	3750179	4237732	3993955	487553
C1	C1-5	C1-5.2	chromosome_9	4563282	6619595	5591438	2056313
C1	C1-5	C1-5.2	chromosome_12	4308935	5201395	4755165	892460
C1	C1-5	C1-5.2	chromosome_17	1905505	3496441	2700973	1590936
C1	C1-5	C1-5.3	chromosome_1	5595893	5756072	5675982	160179
C1	C1-5	C1-5.3	chromosome_6	1986509	4322104	3154306	2335595
C1	C1-5	C1-5.3	chromosome_7	681130	828290	754710	147160
C1	C1-5	C1-5.3	chromosome_8	2073403	4997396	3535399	2923993
C1	C1-5	C1-5.3	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-5	C1-5.3	chromosome_9	3750179	4237732	3993955	487553
C1	C1-5	C1-5.3	chromosome_9	4563282	6619595	5591438	2056313
C1	C1-5	C1-5.3	chromosome_10	2215740	2741559	2478649	525819
C1	C1-5	C1-5.3	chromosome_10	6084877	6289798	6187337	204921
C1	C1-5	C1-5.3	chromosome_11	506040	920832	713436	414792
C1	C1-5	C1-5.3	chromosome_12	1595137	1955354	1775245	360217
C1	C1-5	C1-5.4	chromosome_2	6963793	7050240	7007016	86447
C1	C1-5	C1-5.4	chromosome_3	8320808	8415660	8368234	94852
C1	C1-5	C1-5.4	chromosome_4	1256017	1562373	1409195	306356
C1	C1-5	C1-5.4	chromosome_5	1341881	2251692	1796786	909811
C1	C1-5	C1-5.4	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-5	C1-5.4	chromosome_9	3416697	3750179	3583438	333482
C1	C1-5	C1-5.4	chromosome_12	4308935	5201395	4755165	892460
C1	C1-5	C1-5.4	chromosome_13	586101	2019895	1302998	1433794
C1	C1-5	C1-5.4	chromosome_17	1905505	3496441	2700973	1590936
C1	C1-3	C1-3.1	chromosome_2	6509393	6748830	6629111	239437
C1	C1-3	C1-3.1	chromosome_6	1722386	1763960	1743173	41574
C1	C1-3	C1-3.1	chromosome_16	3911772	6308157	5109964	2396385
C1	C1-3	C1-3.1	chromosome_17	1396935	5278555	3337745	3881620
C1	C1-3	C1-3.2	chromosome_9	1750367	3014183	2382275	1263816
C1	C1-3	C1-3.2	chromosome_9	3029556	4237732	3633644	1208176
C1	C1-3	C1-3.3	chromosome_16	6308157	6357736	6332946	49579
C1	C1-3	C1-3.3	chromosome_16	6493593	6498849	6496221	5256
C1	C1-3	C1-3.3	chromosome_16	6498849	6498982	6498915	133
C1	C1-3	C1-3.3	chromosome_16	6601659	6610533	6606096	8874
C1	C1-3	C1-3.3	chromosome_16	6610533	6623234	6616883	12701
C1	C1-3	C1-3.3	chromosome_16	6865415	6886225	6875820	20810
C1	C1-3	C1-3.3	chromosome_16	6886242	6961660	6923951	75418
C1	C1-3	C1-3.3	chromosome_16	7404349	7433349	7418849	29000
C1	C1-3	C1-3.3	chromosome_16	7433349	7473396	7453372	40047
C1	C1-3	C1-3.3	chromosome_16	7534287	7534897	7534592	610
C1	C1-3	C1-3.3	chromosome_16	7534897	7540079	7537488	5182
C1	C1-3	C1-3.3	chromosome_16	7568381	7568723	7568552	342
C1	C1-3	C1-3.3	chromosome_16	7568743	7582482	7575612	13739
C1	C1-3	C1-3.3	chromosome_16	7629315	7650066	7639690	20751
C1	C1-3	C1-3.3	chromosome_17	350469	361672	356070	11203
C1	C1-3	C1-3.3	chromosome_17	438400	453399	445899	14999
C1	C1-3	C1-3.3	chromosome_17	526478	572342	549410	45864
C1	C1-3	C1-3.3	chromosome_17	607422	634144	620783	26722
C1	C1-3	C1-3.3	chromosome_17	1032003	1063619	1047811	31616
C1	C1-3	C1-3.3	chromosome_17	1104612	1220636	1162624	116024
C1	C1-3	C1-3.3	chromosome_17	1368552	1378690	1373621	10138
C1	C1-3	C1-3.3	chromosome_17	1396935	5278555	3337745	3881620
C1	C1-3	C1-3.4	chromosome_2	6509393	6748830	6629111	239437
C1	C1-3	C1-3.4	chromosome_6	1764027	1764282	1764154	255
C1	C1-3	C1-3.4	chromosome_16	3911772	6308157	5109964	2396385
C1	C1-3	C1-3.4	chromosome_17	1396935	5278555	3337745	3881620
C1	C1-1	C1-1.1	chromosome_3	6232018	6423870	6327944	191852
C1	C1-1	C1-1.1	chromosome_4	2626809	2859687	2743248	232878
C1	C1-1	C1-1.1	chromosome_5	2443488	3174373	2808930	730885
C1	C1-1	C1-1.1	chromosome_6	4322104	7792076	6057090	3469972
C1	C1-1	C1-1.1	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-1	C1-1.1	chromosome_9	3750179	4237732	3993955	487553
C1	C1-1	C1-1.1	chromosome_13	2019895	2745510	2382702	725615
C1	C1-1	C1-1.1	chromosome_17	1905505	3496441	2700973	1590936
C1	C1-1	C1-1.2	chromosome_1	1957497	2961271	2459384	1003774
C1	C1-1	C1-1.2	chromosome_9	3750179	4237732	3993955	487553
C1	C1-1	C1-1.2	chromosome_10	2215740	2741559	2478649	525819
C1	C1-1	C1-1.2	chromosome_12	5359927	7662593	6511260	2302666
C1	C1-1	C1-1.2	chromosome_14	632008	1082594	857301	450586
C1	C1-1	C1-1.2	chromosome_16	3911772	4708400	4310086	796628
C1	C1-1	C1-1.3	chromosome_1	1957497	2961271	2459384	1003774
C1	C1-1	C1-1.3	chromosome_4	2626809	2859687	2743248	232878
C1	C1-1	C1-1.3	chromosome_9	3750179	4237732	3993955	487553
C1	C1-1	C1-1.3	chromosome_10	2215740	2741559	2478649	525819
C1	C1-1	C1-1.3	chromosome_12	5359927	7662593	6511260	2302666
C1	C1-1	C1-1.3	chromosome_14	632008	1082594	857301	450586
C1	C1-1	C1-1.3	chromosome_16	3911772	4708400	4310086	796628
C1	C1-1	C1-1.3	chromosome_17	1905505	3496441	2700973	1590936
C1	C1-1	C1-1.4	chromosome_3	6232018	6423870	6327944	191852
C1	C1-1	C1-1.4	chromosome_5	2443488	3174373	2808930	730885
C1	C1-1	C1-1.4	chromosome_6	4322104	7792076	6057090	3469972
C1	C1-1	C1-1.4	chromosome_9	1750367	2932199	2341283	1181832
C1	C1-1	C1-1.4	chromosome_9	3750179	4237732	3993955	487553
C1	C1-1	C1-1.4	chromosome_13	2019895	2745510	2382702	725615
C1	C1-6	C1-6.1	chromosome_2	4191395	4191488	4191441	93
C1	C1-6	C1-6.1	chromosome_4	1256017	1562373	1409195	306356
